,Cluster,RulesetId,Name
986,0,1045, Ssang-Ryouk
987,0,814, Paumecary
988,0,77, Royal of Ur
989,2,1443, Triodi (Chios)
990,1,1622, MiniXiangqi
991,2,1820, Roll-Ing to Four
992,3,1311, Njombwa (One Counter)
993,2,877, Jeu de Renard
994,3,1320, Msuwa
995,0,997, Piprjall
996,3,220, Meusueb
997,2,954, Oumoul Kono
998,4,1585, Morpharaoh
999,2,404, Pong Hau K'i
1000,2,712, Sher Bakar
1001,2,1025, Xonin Shatar (Complex)
1002,4,974, BoxOff
1003,3,354, Gabata (Shoa I)
1004,3,219, Daramuti
1005,4,1199, Omnidirectional Draughts
1006,3,230, J'erin
1007,2,188, Morabaraba
1008,0,1209, Buffa de Baldrac
1009,3,1287, Tsoro
1010,0,823, Nebakuthana
1011,2,753, Meurimueng-rimueng Peuet Ploh
1012,4,879, Damas
1013,0,331, Chukaray
1014,0,760, At-Tab wa-d-Dukk
1015,2,791, Koruboddo
1016,1,301, Mak Ruk
1017,1,408, Ploy
1018,3,229, Whyo
1019,2,948, Tapatan
1020,0,811, Siryu (War)
1021,4,1142, Infuse
1022,4,741, Koti Keliya
1023,0,815, Ofanfelling
1024,4,1105, Upper Hand
1025,2,81, Mu Torere
1026,4,190, Hasami Shogi
1027,4,446, Odd
1028,4,1988, OffShore
1029,1,455, Chess Puzzle
1030,1,1463, Shataranja
1031,2,384, Dra
1032,2,159, Lau Kata Kati
1033,1,44, Chess
1034,2,92, Nine Men's Morris
1035,4,1543, Squadro
1036,0,834, Kawasukuts
1037,4,1979, 2048
1038,4,1605, Poprad Game
1039,1,1331, Schachzabel
1040,3,258, Tshuba
1041,3,1321, Msuwa wa Kunja
1042,3,422, Fondji
1043,4,1031, One-Eyed Go
1044,2,1036, Bajr
1045,1,1668, Symmetric Chess
1046,4,1520, Mity
1047,0,204, Ghingskoot
1048,2,716, Bouge Shodra
1049,0,1114, Myles
1050,3,292, Chongka'
1051,3,1663, Ikibuguzo (Opening 2)
1052,1,460, Horde Chess
1053,3,348, Wa'ache Waledat
1054,2,602, Tic-Tac-Chess
1055,1,1448, Sarvatobhadra
1056,3,279, Mangala (Suez)
1057,2,338, Komikan
1058,1,49, Xiangqi
1059,0,1001, Puluc
1060,4,1405, Pippinzip (Zipline variant)
1061,4,103, Dots and Boxes
1062,1,1656, 1D Chess
1063,4,852, Wellisch Chess
1064,2,568, Six Men's Morris
1065,4,1188, Suffragetto
1066,4,1107, Oust
1067,3,223, Main Chongkak
1068,0,329, Petol
1069,2,1993, King And Courtesan
1070,3,17, Gabata (Adowa)
1071,0,179, Li'b el-Merafib
1072,0,1112, Baralie
1073,0,1168, Issiren
1074,3,215, Pallankuli
1075,3,661, Gabata (Ghinda)
1076,3,1254, Ovalhu
1077,4,1013, Breakthrough Checkers
1078,3,379, Deka
1079,3,428, Wore
1080,2,395, Merimueng-rimueng-do
1081,4,550, Lotus
1082,2,390, Hat Diviyan Keliya
1083,4,85, All Queens Chess
1084,2,722, Ahtarah Guti
1085,2,1042, Buudal
1086,0,197, Saturankam
1087,4,555, Three-Player Hex
1088,2,123, N Puzzles
1089,0,1047, Tables Rabbatuees
1090,2,941, Nao Guti
1091,4,377, Gundru
1092,2,697, Hackenbush
1093,3,251, Awari
1094,2,1673, Thermenmuseum
1095,3,1313, Nsolo
1096,3,255, Nchuwa
1097,4,1454, Jiu Zi Xian Qi
1098,4,59, Konane
1099,2,185, Shiva
1100,2,952, Driesticken
1101,1,463, Minishogi
1102,2,154, Tuknanavuhpi
1103,1,1779, Dragonchess
